id	word	definition_cn	ecdict_translation	ecdict_phonetic
TOEFL_9744	ambiguity	n. 模棱两可的话； 歧义	n. 不明确, 含糊 / [计] 二义性; 多义性	.æmbi'gju:iti
TOEFL_3372	ambitious	adj. 有雄心的	a. 有野心的, 抱负不凡的, 雄心勃勃的	æm'biʃәs
TOEFL_10099	amend	v. 修正， 修订	vt. 修改, 改善, 改良 / vi. 改过自新	ә'mend
TOEFL_7332	Americana	n. 有关美国的文物, 史料	n. 美国文物；美国文献	ә,meri'kɑ:nә
TOEFL_6774	Americanism	adj. 美国所创, 美国风俗, 美国精神	n. 崇美主义, 美国英语的特点, 美国文化的特点	ә'merikәnizәm
TOEFL_5096	amid	prep. 在中	prep. 在其间, 在其中 / [经] 在...中	ә'mid
TOEFL_5664	analyst	n. 分析家, 分解者	n. 分析者, 精神分析学家 / [化] 分析员; 化验员	'ænәlist
TOEFL_2359	anger	n. 怒； v. 恼火	n. 忿怒 / vt. 激怒, 使发怒 / vi. 发怒	'æŋgә
TOEFL_6175	angiotensin	n. [医]血管紧缩素	n. 血管紧张素 / [化] 血管紧张肽; 血管紧张素	,ændʒiәj'tensin
TOEFL_3921	Anglo	n. 盎格鲁, 英裔美国人	n. 英国人	'æŋ^lәj
TOEFL_5561	animate	v. 鼓舞； adj. 生气勃勃的	vt. 使有生气, 赋予生命 / a. 有生命的, 有生气的	'ænimeit
TOEFL_2120	animation	n. 兴奋,活跃	n. 活泼, 生气, 激励, 卡通制作 / [计] 动画	.æni'meiʃәn
TOEFL_9361	annoyed	adj. 生气的	a. 恼怒的；烦闷的	
TOEFL_906	annual	adj. 年度的	n. 年刊, 年报 / a. 每年的, 一年一次的, 全年的, 一年生的	'ænjuәl
TOEFL_5044	antagonism	n. 对抗(状态), 对抗性	n. 对立, 敌对, 敌意 / [化] 拮抗作用; 消效作用	æn'tægәnizm
TOEFL_9728	antecede	v. 居先； 高于	vt. 在...之前, 居...之先	,ænti'si:d
TOEFL_6109	antiquate	adj. 旧式的,过时的	vt. 使古旧, 废弃	'æntikweit
TOEFL_3607	anyone	pron. 任何一个	pron. 任何人	'eniwʌn
TOEFL_6448	ape	n. 猿	n. 无尾猿 / [计] 应用程序评价	eip
TOEFL_6432	appreciably	adv. 略微, 有一点	adv. 可估计地, 相当可观	ә'pri:ʃiәbli
TOEFL_9734	apprenticeship	n. 学徒的身份； 学徒的年限	n. 学徒身分, 见习(期) / [经] 学徒制, 学徒期	ә'prentisʃip
TOEFL_4145	appropriately	adv. 适当地	adv. 适当的, 恰如其分的, 恰当的, 合适的	
TOEFL_5544	approve	v. 赞成, 批准	vt. 赞同, 核准, 为...提供证据 / vi. 赞许	ә'pru:v
TOEFL_520	aquifer	n. 含水土层,蓄水层	[化] 含水层	'ækwifә
TOEFL_9615	arable	adj. 可耕作的，适于耕作的； n. 可耕地	a. 适于耕种的, 可耕的	'ærәbl
TOEFL_1182	arid	adj. 干旱的,贫瘠的	a. 干燥的, 不毛的	'ærid
TOEFL_10110	artesian	adj. 自流水的， 喷水的	a. 自动流出的	ɑ:'ti:zjәn
TOEFL_4483	artifact	n. 人造物品	n. 人工制品 / [医] 人为现象, 人工产物	'ɑ:tifækt
TOEFL_5500	artistry	n. 艺术之性质	n. 艺术性	'ɑ:tistri
TOEFL_1908	artwork	n. 艺术品,美术品	n. 插图, 艺术作品 / [计] 原图	'ɑ:twә:k
TOEFL_1807	ash	n. 灰(烬),[植]岑树	n. 灰, 灰烬 / [化] 灰分	æʃ
TOEFL_2221	aside	adv. 在旁边,到旁边	n. 小声说的话, 旁白 / adv. 在一边, 离开, 另外	ә'said
TOEFL_2456	asphalt	n. 沥青	n. 柏油 / a. 用柏油铺成的 / vt. 以柏油铺	'æsfælt
TOEFL_9760	assail	v. 抨击， 指责； 猛攻； 困扰	vt. 攻击, 质问 / [法] 攻击, 袭击, 著手解决	ә'seil
TOEFL_5259	asthenosphere	n. 岩流圈	n. 软流圈	æs'θenәsfiә
TOEFL_1859	attach	v. 缚上, 配属,隶属于	vt. 附上, 使依附, 使附属, 使喜爱, 系, 缚 / vi. 附属, 归属, 联系在一起 / [计] 挂接服务器命令, 关联, 挂接, 附加	ә'tætʃ
TOEFL_8158	attractively	adv. 有吸引力地，诱人地	adv. 动人地, 迷人地	ә'træktivli
TOEFL_6822	attractiveness	n. 魅力,  吸引力	[经] 吸引性, 有利可图	
TOEFL_8833	attributable	adj. 可归因于的	a. 可归于...的	ә'tribju:tәbl
TOEFL_9801	audition	n. 旁听； 试演	n. 听, 听力, 试听 / [计] 审计命令	ɒ:'diʃәn
TOEFL_5414	auger	n. 螺丝钻； v. 用钻子钻洞于	n. 螺旋钻, 木螺钻 / [机] 木螺钻	'ɒ:gә
TOEFL_3497	avenue	n. 林荫道,方法	n. 大街, 途径, 林荫路	'ævәnju:
TOEFL_8692	avocational	n. 娱乐,  消遣	业余爱好的 / 副业的	
TOEFL_1917	awareness	n. 知道, 晓得	n. 意识, 认识 / [计] 识别, 议定, 明白	ә'weәnis
TOEFL_4160	Babylonian	n. 巴比伦人(的), 巴比伦语（的）	a. 巴比伦的, 罪恶的	.bæbi'lɒnjәn
TOEFL_6739	backbreaking	adj. 非常辛苦的,极累人的	a. 非常辛劳的	'bækbreikiŋ
TOEFL_9489	backhand	n. 反手击球	n. 手背拍, 反手抽击, 左斜手写体 / v. 反手抽击	'bæk'hænd
TOEFL_10272	bacon	n. 咸肉， 熏肉	n. 熏猪肉 / [机] 腌肉	'beikәn
TOEFL_9319	bagel	n. 硬面包圈	n. 百吉饼（先蒸后烤的发面圈）；[俚]（体育比赛中）零蛋	'beiɡәl
TOEFL_6597	balkan	n&a. 巴尔干半岛(的)	a. 巴尔干的	'bɒ:lkәn
TOEFL_6346	ballad	n. 民歌, 流行歌曲	n. 歌谣	'bælәd
TOEFL_8025	balsam	n. 香液	n. 香脂, 产香脂的树, 香膏 / [化] 香树膏; 香脂	'bɒ:lsәm
TOEFL_9935	banner	n. 横幅	n. 旗帜 / a. 显著的, 特别好的	'bænә
TOEFL_1467	basket	n. 篮,一篮	n. 篮, 篮子 / vt. 装入篮	'bɑ:skit
TOEFL_5221	basketry	n. 篓编织品	n. 篮子编织技艺	'bɑ:kitri
TOEFL_4946	battleship	n. 战舰	n. 战列舰, 主力舰	'bætlʃip
TOEFL_7861	beacon	n. 信号灯，闪光灯	n. 烽火, 灯塔 / v. 照亮	'bi:kn
TOEFL_2572	beam	n. 梁, 桁条	n. 横梁, 杆, 光线, 容光焕发 / vi. 用梁支承, 微笑, 射出光线 / vt. 照耀, 感到欣喜 / [计] 束	bi:m
TOEFL_3514	bean	n. 豆, 豆形果实	n. 豆子 / [化] 油嘴; 豆	bi:n
TOEFL_3414	beat	v. 打；战胜	n. 心跳(声), 打, 敲打声, 拍子 / v. 打, 拍打, 打败 / a. 疲乏的, 颓废的 / beat的过去式 / [计] 拍; 节拍	bi:t
TOEFL_1691	beauty	n. 美,美景	n. 美, 美人	'bju:ti
TOEFL_855	bed	n. 床,基础； v. 安置	n. 床, 睡眠处, 河床, 底座, 路基, 一层 / vt. 提供宿处, 栽种, 安装 / vi. 睡, 形成坚实的一层	bed
TOEFL_5449	bedcover	n. 被面	n. 床罩	'bed.kʌvә
TOEFL_1046	behind	prep. 在…后,落后于； adv. 在后面	adv. 在后地 / prep. 在...背后	bi'haind
TOEFL_7412	belter	n. 非常好, 出色的例子	n. 了不起的人或事；嘹亮的歌	'beltə
TOEFL_2447	beringia	n. 白令海和楚可奇海海域	n. 白令陆桥	
TOEFL_9198	bestow	v. 给予,利用	vt. 授予, 使用, 贮藏, 留宿	bi'stәu
TOEFL_5272	bilingual	adj. 能说两种语言的	a. 双语的	bai'liŋgwәl
TOEFL_9321	bilingualism	n. 双语现象	n. 使用两种语言	
TOEFL_3243	bind	v. 捆绑(扎)；结(粘)合	vt. 绑, 约束, 装订, 包扎, 使结合 / vi. 凝固, 有约束力 / [计] 赋值, 绑定	baind
TOEFL_2324	biome	n. (生态)生物群系	n. 生物群落区	'baiәum
TOEFL_8687	bis	adv. 二度, 二回	国际清算银行 / [计] 商业信息系统; 副本, 次本	bis
TOEFL_9866	bisect	v. 把…二等分， 对半分	v. 分成两部份, 对分	bai'sekt
TOEFL_3700	bit	n. 一点儿，少许；小片	n. 少量, 马嚼子, 辅币 / vt. 给马上嚼子, 控制 / bite的过去式和过去分词 / [计] 比特, 二进制数位, 机内测试	bit
TOEFL_622	black	adj. 黑暗的,黑人的	n. 黑色, 黑颜料 / a. 黑色的	blæk
TOEFL_7212	blackbird	n. 山鸟类	n. 黑鸟	'blækbә:d
TOEFL_8085	blister	n. 水泡	n. 水疱 / [化] 砂眼	'blistә
TOEFL_675	block	v. 堵塞,妨碍	n. 街区, 木块, 石块, 块 / vt. 阻塞, 封锁, 使成块状 / [计] 块, 数据块	blɒk
TOEFL_10331	blues	n. 布鲁斯音乐， 蓝调	n. 勃鲁斯乐曲, (非正式)伤感的, 伤心的 / [医] 忧闷, 沮丧	blu:z
TOEFL_10133	blurt	v. 脱口而出	vt. 冲口说出, 脱口说出	blә:t
TOEFL_9567	bluster	v. 虚张声势地恫吓； 猛刮	vt. 风狂吹, 咆哮, 汹涌 / vi. 咆哮着说出, 恐吓 / n. 狂风声, 巨浪声, 夸口, 大话	'blʌstә
TOEFL_7721	bonanza	n. 走运，发财	n. 富矿带, 带来好运的事物, 幸运	bәu'nænzә
TOEFL_363	bone	n. 骨,骨骼	n. 骨头, 骨, 骨制品 / vt. 剔骨 / vi. 专心致志	bәun
TOEFL_6456	bongo	n. 非洲产大羚羊, 一种用手指敲的小鼓	n. 邦戈羚羊(产于非洲), 小手鼓	'bɒŋgәu
TOEFL_5509	bonito	n. 鲣	n. 狐鲣	bә'ni:tәu
TOEFL_412	book	n. 书	n. 书, 书籍, 帐簿, 名册, 工作簿 / v. 登记, 预订 / [计] 工作簿	buk
TOEFL_8405	boomer	n. 生育高峰中出生的人	n. 往来无定的临时工	'bu:mә
TOEFL_9103	boot	n. <美> (长统)靴	n. 长靴, 踢, 解雇, 效用 / vt. 使穿靴, 踢, 解雇, 有用 / [计] 引导, 自举	bu:t
TOEFL_4342	boulder	n. 大石头	n. 大圆石 / [机] 圆石, 漂石	'bәuldә
TOEFL_5128	bowel	n. 肠	n. 肠, 内脏, 内部 / vt. 挖...的内脏	'bauәl
TOEFL_4114	bowl	n. 碗	n. 碗, 木球, 大酒杯 / v. 滚木球, 快而稳地行驶	bәul
TOEFL_7139	boxlike	adj. 象箱子一样的	a. 像箱子一样的	'bɒkslaik
TOEFL_9360	brag	v. 吹嘘， 自夸， 自吹自擂	n. 吹牛 / v. 吹牛	bræg
TOEFL_3785	brea	n. 布雷亚(美国加州地名)	n. （西）沥青	
TOEFL_6640	breathtaking	adj. 令人赞叹的,  壮观的	a. 惊人的, 惊险的	'breθ.teikiŋ
TOEFL_9755	brighten	v. 更明亮； 快活起来； 有希望	vi. 变亮, 活跃 / vt. 使生辉, 使快活	'braitn
TOEFL_1166	broad	adj. 宽的,广泛的	a. 宽广的, 辽阔的, 广大的, 显著的 / adv. 宽阔地 / n. 宽阔部分	brɒ:d
TOEFL_7552	broadcaster	n. 播送设备, 广播员	n. 播送者, 广播装置, 播种机	'brɒ:dkæstә
TOEFL_4658	broadleaf	n. 阔叶烟草,阔叶树	n. 阔烟叶	'brɒ:dli:f
TOEFL_1305	brown	n&a. 棕色(的),人名	n. 褐色 / a. 褐色的 / v. (使)变褐色	braun
TOEFL_2574	buffalo	n. 美洲野牛	n. 水牛 / [机] 水牛	'bʌfәlәu
TOEFL_3688	bulk	n. (大)块,主体 vt使更大	n. 大小, 体积, 大块, 大多数 / vt. 显得大, 显得重要	bʌlk
TOEFL_8906	bulldoze	v. 威吓, 欺负	vt. 强迫, 用推土机推平/削平, 用推土机清除, 压倒, 威胁	'buldәuz
TOEFL_8695	bundle	n. 捆v捆扎	n. 捆, 束 / vt. 包扎, 胡乱塞进 / vi. 匆忙离开	'bʌndl
TOEFL_3198	bureau	n. 局，办事处	n. 局, 办公处 / [经] 局, 司, 处	'bjuәrәu
TOEFL_7585	bureaucratization	n. 官化	官僚化; 科层化	bjʊərəkrətaɪ'zeɪʃn
TOEFL_4573	bushman	n. 丛林居民	n. 澳大利亚丛林中的居民,林区(或边远地区)的人	'bjʃmәn
TOEFL_8704	businesswoman	n. 妇女实业家	n. 商人, 办理实务的人, 经商者	'bizniswjmæn
TOEFL_7546	bustle	v. 匆匆忙忙	n. 喧闹, 裙撑 / vi. 奔忙, 喧闹 / vt. 使忙碌, 催促	'bʌsl
TOEFL_7515	butte	n. 孤立的丘	n. 孤峰	bju:t
TOEFL_1505	cage	n. 笼	n. 笼, 牢房, 战俘营 / vt. 关进笼内	keidʒ
TOEFL_5480	calotype	n. 光力照像法	碘化银纸照相法	'kælәtaip
TOEFL_741	Cambrian	n. 威尔斯人	a. 寒武纪的 / n. 寒武纪, 威尔士人, 寒武系	'kæmbriәn
TOEFL_3790	camp	n. 营地； v. 宿营	n. 露营, 帐篷 / vi. 露营, 扎营 / vt. 使扎营	kæmp
TOEFL_8600	cannibalism	n. 同类相食	n. 嗜食同类, 食人, 嗜血成性	'kænibәlizm
TOEFL_322	carbon	n. 碳	n. 碳, 副本, 复写纸 / [化] 碳	'kɑ:bәn
TOEFL_4416	caribou	n. 北美产驯鹿(=Rangifer)	n. 北美驯鹿	'kæribu:
TOEFL_4915	cart	n. 大车，手推车	n. 二轮运货马车 / vi. 驾运货马车 / vt. 用车装载	kɑ:t
TOEFL_9558	cascara	n. 缓泻剂	n. 药鼠李 / [化] 药鼠李; 药鼠李皮:波希鼠李皮	kæ'skɑ:rә
TOEFL_9990	cassette	n. 盒式录音带	n. 盒式磁带, 珠宝箱, 暗盒 / [计] 字盒	kæ'set
TOEFL_1476	cast	v. 投, 抛	n. 演员阵容, 投掷, 铸件, 预测, 特性 / vt. 投, 掷, 抛, 脱落, 铸, 使弯曲, 计算 / vi. 投, 计算, 浇铸成型	kɑ:st. kæst
TOEFL_4294	caste	n. 印度的世袭阶级	n. 印度的种姓制度, (排他的)社会团体	kæst. kɑ:st
TOEFL_3699	cat	n. 猫	n. 猫, 恶妇 / vi. 呕吐 / 计算机辅助教育, 计算机辅助测试, 计算机辅助翻译, 计算机辅助排版 / [计] 计算机辅助教学, 计算机辅助翻译, 计算机辅助排字, 计算机辅助测试	kæt
TOEFL_6350	catechism	n. 问答教学法, 问答集	n. (基督教的)教理问答, 一套问答	'kætikizm
TOEFL_907	cattle	n. 牛,家养牲畜	n. 牛, 家畜 / [法] 家畜	kætl
TOEFL_4021	cavern	n. 洞穴，大山洞	n. 巨穴, 洞窟, 深处 / vt. 放于山洞中, 挖空	'kævәn
TOEFL_5430	celestial	adj. 天上的； n. 神仙	a. 天的, 天国的, 天空的 / [法] 天的, 天空的, 天国的	si'lestjәl
TOEFL_4104	cellular	adj. 细胞组成的，多孔的	a. 细胞的 / [医] 细胞的	'seljulә
TOEFL_2567	census	n. 人口普查	n. 户口普查 / vt. 实施统计调查	'sensәs
TOEFL_1022	cetacean	n. 鲸类动物	a. 鲸目的, 鲸鱼的 / n. 鲸目动物, 鲸鱼	si'teiʃjәn
TOEFL_6268	chafe	v. (将皮肤等)擦热, 使恼火	n. 擦伤, 气恼 / v. 摩擦, 擦痛, 激怒	tʃeif
TOEFL_1720	chain	n. 链(条),一连串,一系列	n. 链, 枷锁, 束缚 / vt. 用铁练锁住, 束缚, 囚禁	tʃein
TOEFL_2588	chamber	n. 室, 会议厅	n. 室, 房间, 枪膛 / vt. 装(弹药), 把...关在室内 / a. 室内的	'tʃeimbә
TOEFL_9864	championship	n. 锦标赛，冠军赛	n. 冠军身份, 冠军称号, 捍卫	'tʃæmpiәnʃip
TOEFL_7670	chandler	n. 杂货零售商	n. 蜡烛制造者	'tʃɑ:ndlә
TOEFL_8017	chaotically	adv. 浑沌地	adv. 混乱地	
TOEFL_3716	chapbook	n. 畅销故事书	n. 小本故事书, 宗教小册子	'tʃæpbuk
TOEFL_9021	chapter	n. (书籍)章,回	n. 章, 篇, 重要章节 / [计] 章; 段	'tʃæptә
TOEFL_553	character	n. 特征,品质	n. 个性, 字符, 人物, 性质, 品格, 资格 / [计] 字符	'kærәktә
TOEFL_561	characterize	v. 以…为特征	vt. 描绘...的特性, 刻划...的性格	'kærәktәraiz
TOEFL_9394	charisma	n. 超凡魅力； 感召力； 号召力	n. 非凡的领导力, 神秘的个人魅力, 神授的能力	kә'rizmә
TOEFL_7991	chary	adj. 小心的，审慎的	a. 细心的, 吝啬的, 谨慎的	'tʃєәri
TOEFL_3180	cheaply	adv. 廉价地；粗俗地	adv. 便宜地	'tʃipli
TOEFL_9332	checked	adj. 格子花纹的； 棋盘状的	a. 有格子图案的, 闭音节的, 选中的 / [计] 选中的	tʃekt
TOEFL_7955	cheerless	adj. 不快活的	a. 不愉快的	'tʃiәlis
TOEFL_5365	chest	n. 胸腔，橱	n. 胸, 胸部, 衣柜, 箱子 / [医] 胸, 胸廓	tʃest
TOEFL_2795	chew	v. 咀爵	vt. 咀嚼, 嚼碎 / vi. 咀嚼, 细想 / n. 咀嚼, 咀嚼物	tʃu:
TOEFL_6760	chipmunk	n. [动] 花栗鼠	n. 金花鼠	'tʃipmʌŋk
TOEFL_9874	chivalrous	adj. 有骑士精神的； 彬彬有礼的， 殷勤的	a. 骑士的, 勇敢的	'ʃivәlrәs
TOEFL_6975	chomp	v. 大声地咀嚼, 反复咀嚼	vi. 使劲地嚼, 格格地咬	tʃɒmp
TOEFL_7044	chop	v. 砍，劈，斩	n. 肋条肉, 排骨, 砍, 戳记, 商标 / vt. 剁碎, 砍, 切击, 割断 / vi. 砍, 突然转向	tʃɒp
TOEFL_9129	choppy	adj. （海等）波浪起伏的, (指风)不断改变方向的	a. 猛地一动一停的, 突变的 / [经] 震荡的	'tʃɒpi
TOEFL_6469	chronological	adj. 按年代顺序排列的	a. 年代学的, 按时间顺序的, 按照年月顺序的 / [计] 编年的, 按年月日顺序的	, krɔnә'lɔdʒikәl
TOEFL_7456	chronologically	adj. 按年代的	adv. 按时间的前后顺序排列地	ˌkrɒnə'lɒdʒɪklɪ
TOEFL_7080	chug	n. 轧轧响声； v. 发出轧轧声	n. 嘎嚓声 / vi. 发出嘎嚓声, 嘎嚓响着前进	tʃʌg
TOEFL_6770	circumstantially	adv. 因情形地,  附随地	adv. 依照情况地	
TOEFL_7941	citadel	n. 根据地, 大本营	n. 城堡, 避难处	'sitәdәl
TOEFL_4101	citizenship	n. 公民的身份	n. 国籍, 市民权, 市民的身份 / [法] 公民权, 公民资格, 公民身分	'sitizәnʃip
TOEFL_4450	clam	n. 蛤	n. 蛤, 沉默寡言的人 / vi. 捞蛤	klæm
TOEFL_4594	clavichord	n. 翼琴(钢琴的前身)	n. 击弦古钢琴	'klævikɔ:d
TOEFL_4598	claw	n. (脚)爪	n. 爪, 螯, 抓伤 / v. 用爪抓, 挖, 搜刮	klɒ:
TOEFL_4714	clearer	adj. 更清楚的	[医] 澄清剂, 透明剂; 洗剂(牙) / [经] (票据)交换员	'kliәrә
TOEFL_2102	click	v. 发出滴答声	n. 咔哒声, 啪嗒声 / vi. 作咔哒声 / vt. 使发咔哒声 / [计] 单击	klik
TOEFL_745	climatic	adj. 气候上的	a. 气候的	klai'mætik
TOEFL_10115	clone	n. 克隆动物，无性繁殖动物；复制品，翻版； v. 克隆， 以无性繁殖技术复制	n. 无性系 / [计] 代用件	klәun
TOEFL_6541	closeness	n. 紧闭, 狭窄	[建] 密闭, 紧密	'klәusnis
TOEFL_3327	cloth	n. 布, 织物	n. 布料, 织品, 布 / [建] 布	klɒ:θ. klɒθ
TOEFL_4514	clump	n. (树，草)丛； v. 使成一丛	n. 丛, 块, 笨重的脚步声 / [计] 丛	klʌmp
TOEFL_1579	cluster	n. 串,丛	n. 串, 丛, 群, 簇 / vi. 成串, 丛生 / vt. 使聚集 / [计] 簇	'klʌstә
TOEFL_407	coal	n. 煤	n. 煤, 木炭 / v. 加煤	kәul
TOEFL_3548	cod	abbr. 货到付款 (Cash on Delivery) n鳕鱼	n. 鳕, 欺骗, 愚弄 / v. 欺骗, 愚弄	kɒd
TOEFL_2919	cohesive	adj. 粘着的	a. 黏合在一起的 / [医] 内聚的	kәu'hi:siv
TOEFL_6721	cohesiveness	n. 粘合, 凝聚性	[建] 粘结性	
TOEFL_5854	cole	n. 油菜, 小菜	n. 芸苔属植物, 海甘蓝	kәul
TOEFL_1948	collector	n. 收藏家, 征收者	n. 收集家, 收取款项的人 / [化] 集电极; 捕收剂	kә'lektә
TOEFL_1668	colonization	n. 殖民地化,殖民	[医] 移生, 移地发育; 集中护理(精神病人)	,kɔlәnai'zeiʃәn
TOEFL_7859	colorfully	adj. 华美的, 富有色彩的	adv. 多彩地；绚烂地	
TOEFL_1828	comfortable	adj. 舒适的,充裕的	a. 舒服的, 轻松的 / n. 盖被	'kʌmfәtәbl
TOEFL_8829	comfortably	adv. 舒适地	adv. 安乐地, 舒服地, 宽裕地	'kʌmfәtәbli
TOEFL_7123	commercialization	n. 商品化	[计] 商业化	
TOEFL_4128	commonplace	n. 寻常的事物	n. 寻常事, 老生常谈, 普通的东西 / a. 平凡的, 普通的	'kɒmәnpleis
TOEFL_5151	commute	v. 通勤, 折换； n. 乘车上下班	vt. 交换, 折偿, 减轻 / vi. 代偿, 经常乘车来往	kә'mju:t
TOEFL_3238	commuter	n. 通勤者, 每日往返上班者	n. 乘公共车辆上下班者, 月季票乘客 / [经] 非(当地)居民	kә'mju:tә
TOEFL_1489	compact	v. 使坚实； n. 契约	a. 紧凑的, 紧密的, 简洁的 / vt. 使紧密结合, 压缩 / vi. 变坚实	kәm'pækt
TOEFL_2554	compaction	n. 压紧,紧束之状态	[计] 压缩, 浓缩, 精简, 简缩	kәm'pækʃәn
TOEFL_4500	companion	n. 同伴, 共事者	n. 朋友, 陪伴, 指南, 升降口围罩 / vt. 陪伴	kәm'pænjәn
TOEFL_4534	compositional	adj. 合成的,组成的	[计] 组合的	
TOEFL_4894	compost	n. 混合肥料	n. 混合物, 堆肥 / vt. 施堆肥于	'kɒmpәust
TOEFL_7010	conceivably	adv. 可想到地, 想象中	adv. 想得到地, 想象上, 以为	kәn'si:vәbli
TOEFL_5009	conceive	v. 构想，设想	vt. 构思, 认为 / vi. 怀孕	kәn'si:v
TOEFL_5971	concertina	n. 类似风琴的六角形的乐器	n. 六角形手风琴	.kɒnsә'ti:nә
TOEFL_5228	condensation	n. 浓缩	n. 压缩, 凝缩, 冷凝 / [化] 冷凝; 冷凝作用; 缩合; 缩合作用; 凝聚; 凝聚作用; 凝结作用	.kɒnden'seiʃәn
TOEFL_7356	conditioner	n. 调节者, 调节装置	n. 调节器, 土壤团粒结构促进剂 / [计] 调节器, 整形器	kәn'diʃәnә
TOEFL_5314	condor	n. [动]秃鹰, 秃鹫	n. 神鹰 / [电] 一种等幅航行系统	'kɒndɒ:
TOEFL_5686	conestoga	n. 一种大篷马车	n. 大草原地带由六匹马拉的有篷大货车	,kɔnis'tәu^ә
TOEFL_4468	confident	adj. 自信的, 确信的	a. 有信心的, 有把握的	'kɒnfidәnt
TOEFL_2028	confuse	v. 搞乱,使糊涂	vt. 使混乱, 使狼狈, 使困惑 / [法] 混淆	kәn'fju:z
TOEFL_6152	congenial	adj. 意气相投的,性格相似的	a. 协调的, 一致的, 适意的, 趣味相同的	kәn'dʒi:njәl
TOEFL_6302	conglomerate	v. 聚结； n. 企业集团	a. 聚成球形的, 砾岩性的 / n. 集成物, 混合体, 砾岩 / v. (使)凝聚成团	kәn'glɒmәrit
