id	word	definition_cn	ecdict_translation	ecdict_phonetic
KAOYAN_CORE_2185	pop	abbr. 卖点广告（Point of Purchase）	n. 砰然声, 枪击, 含气饮料, 流行音乐, 通俗艺术 / a. 流行的, 热门的, 通俗的 / vt. 使发出爆裂声, 开枪打, 突然伸出 / vi. 发出爆裂声, 射击, 突然出现, 瞪大 / adv. 突然, 砰地 / [计] 出现点, 邮局协议	pɒp
KAOYAN_CORE_924	prior	adj. 优先的,在前的;(to)在…之前	a. 更重要的, 较早的, 在先的 / n. 小隐修院院长, 大隐修院副院长	'praiә
KAOYAN_CORE_770	pronounce	v. 发…的音;宣布,宣判	v. 发音, 宣告, 断言	prә'nauns
KAOYAN_CORE_1340	provoke	v. 挑动;激发;招惹	vt. 激怒, 惹起, 诱导 / [法] 刺激, 煽动, 激怒	prә'vәuk
KAOYAN_CORE_4959	rat	n. 鼠 <	n. 鼠, 卑鄙的人, 破坏者, 变节者 / vi. 捕鼠, 变节 / vt. 弄蓬松	ræt
KAOYAN_CORE_5044	reflexion	n. 映像， 倒影；反省， 沉思	[医] 反射[作用], 反折	ri'flekʃәn
KAOYAN_CORE_4962	restless	adj. 得不到休息的；不平静的；不安的， 坐立不安的	a. 不安静的, 慌张的, 休息不充分的 / [医] 不安静的, 不宁的	'restlis
KAOYAN_CORE_1749	rich	adj. 富有的；肥沃的；昂贵的； n. (Rich)人名；(丹)里克；(捷)里赫；(英、西)里奇；(葡、法)里什	a. 富裕的, 富饶的, 浓厚的, 贵重的	ri:tʃ
KAOYAN_CORE_3014	rip	v. 撕；锯； n. 裂口，裂缝	n. 裂痕, 破绽, 拉裂, 浪子, 巨浪 / vi. 被拉开, 裂开, 猛冲 / vt. 撕, 扯, 劈	rip
KAOYAN_CORE_2415	river	n. 河，江	n. 河, 江 / [法] 河流, 江河, 内河	'rivә
KAOYAN_CORE_2978	rod	n. 棒；惩罚；枝条；权力	n. 竿, 笞鞭, 小枝 / [化] 棒	rɒd
KAOYAN_CORE_3865	rope	n. 绳，绳索； v. 捆，绑	n. 绳, 索, 粗绳, 绞索, 决窍 / vt. 捆, 缚, 绑, 圈起, 以绳将...系住 / vi. 拧成绳状	rәup
KAOYAN_CORE_3033	rug	n. 小地毯；毛皮地毯；男子假发	n. 小块地毯, 揭露某人	rʌg
KAOYAN_CORE_3778	sarcastic	adj. 挖苦的；尖刻的，辛辣的	a. 讽刺的, 讥讽的	sɑ:'kæstik
KAOYAN_CORE_3619	sheep	n. 羊，绵羊；胆小鬼	n. 羊, 胆小者	ʃi:p
KAOYAN_CORE_960	simplify	v. 简化,使单纯	vt. 单一化, 简单化	'simplifai
KAOYAN_CORE_4760	sincere	adj. 诚挚的， 诚恳的； 忠实的， 忠诚的	a. 诚实的, 正直的, 真挚的, 纯净的	sin'siә
KAOYAN_CORE_4840	somehow	adv. 不知怎么地； 设法， 以某种方式	adv. 不知何故	'sʌmhau
KAOYAN_CORE_5013	somewhat	adv. 稍微， 有点	n. 某物, 几分 / adv. 多少, 几分	'sʌmhwɒt
KAOYAN_CORE_4268	spacecraft	n. [航] 宇宙飞船，航天器	n. 航天飞船	'speiskræft
KAOYAN_CORE_4138	spacious	adj. 宽敞的，广阔的；无边无际的	a. 广大的, 宽广的	'speiʃәs
KAOYAN_CORE_1113	species	n. (物)种,种类	n. 种, 类, 外形 / [医] 茶剂; 种	'spi:ʃiz
KAOYAN_CORE_4971	statical	adj. 静态的； 静力的	[机] 静止的, 静的	
KAOYAN_CORE_1204	subtract	v. (from)减(去)	vt. 减去, 扣掉, 减少 / vi. 做减法 / [计] 减	sәb'trækt
KAOYAN_CORE_176	successor	n. 接替的人或事物，继任者	n. 继承者, 接任者 / [计] 后继	sәk'sesә
KAOYAN_CORE_2426	suggestion	n. 建议；示意；微量，细微的迹象	n. 提议, 意见 / [医] 暗示	sә'dʒestʃәn
KAOYAN_CORE_4943	sulphur	n. 硫	n. 硫, 硫磺 / [化] 硫	'sʌlfә
KAOYAN_CORE_4803	summit	n. 最高点， 峰顶， 极点；峰会	n. 顶点, 最高阶层, 最高级会议 / a. 政府首脑的, 最高级的	'sʌmit
KAOYAN_CORE_981	syndrome	n. 综合病征；并存特性	n. 并发症状, 综合征, 同时存在的事物 / [计] 校验子; 并发位	'sindrәum
KAOYAN_CORE_1721	team	n. 队；组； v. 使合作	n. 队, 组 / vt. 把马(牛)套在同一辆车上, 把...编成一组 / vi. 驾驶卡车, 协作	ti:m
KAOYAN_CORE_2759	thanksgiving	n. 感恩	n. 感谢	'θæŋks.giviŋ
KAOYAN_CORE_1157	timid	adj. 胆怯的,怯懦的	a. 胆小的, 羞怯的	'timid
KAOYAN_CORE_1196	to	prep. (表示方向)到；向；(表示间接关系)给	prep. 到, 向, 趋于 / adv. 向前	tu:
KAOYAN_CORE_1844	tolerate	v. 忍受；默许；宽恕	vt. 宽容, 容许, 有耐力	'tɒlәreit
KAOYAN_CORE_1188	tomb	n. 坟,冢	n. 坟墓, 死亡 / vt. 埋葬	tu:m
KAOYAN_CORE_4709	troop	n. 群， 队 A <	n. 军队, 一群, 一队 / vi. 群集, 结队, 成群而行	tru:p
KAOYAN_CORE_1935	unfortunately	adv. 不幸地	adv. 恐怕, 不幸的是	ʌn'fɔ:tjjnәtli
KAOYAN_CORE_4958	unlikely	adj. 未必的； 不可能的； 靠不住的	a. 不太可能的	.ʌn'laikli
KAOYAN_CORE_4948	valve	n. 阀；电子管， 真空管	n. 活瓣, 阀, 活门 / v. 装阀, 用阀调节	vælv
KAOYAN_CORE_1241	van	n. 有篷汽车;有篷货运车厢	n. 货车, 篷车, 先锋, 前驱, 前卫 / vt. 用货车搬运 / [计] 增值网	væn
KAOYAN_CORE_4969	vapor	n. 蒸汽	n. 汽, 蒸气 / vi. 蒸发 / vt. 使蒸发	'veipә
KAOYAN_CORE_1278	versus	prep. (vs.)…对…(在诉讼,比赛等);与…相对	prep. 对... / [法] 诉, 对, 相形	'vә:sәs
KAOYAN_CORE_1328	vigorous	adj. 朝气蓬勃的,精力旺盛的	a. 精力充沛的, 元气旺盛的, 茁壮的, 有力的	'vigәrәs
KAOYAN_CORE_4035	vinegar	n. 醋	n. 醋, 尖酸刻薄 / vt. 加醋于	'vinigә
KAOYAN_CORE_3309	wardrobe	n. 衣柜；行头；全部戏装	n. 衣橱, 衣室, 全部衣服	'wɒ:drәub
KAOYAN_CORE_4745	whereas	conj. 而， 却， 反之	conj. 然而, 鉴于 / [法] 考虑到, 鉴于, 就...而论	hwєәr'æz
KAOYAN_CORE_1972	widespread	adj. 普遍的，广泛的；分布广的	a. 充分伸展的, 广布的, 普及的, 流传广的	'waidspred
KAOYAN_CORE_2580	withstand	v. 抵挡；禁得起；反抗	vt. 抵住, 顶住, 经得起	wið'stænd
